PMID,domain,Study_Type,isVAL,isREP,isAPP
STUDY-0778,Selection bias,Descriptive,0,0,1
STUDY-0878,Confounding bias,Causal,1,0,2
STUDY-0878,Measurement bias,Causal,2,0,4
STUDY-0878,Mentioning errors,Causal,0,0,1
STUDY-0878,Missing data,Causal,0,0,3
STUDY-0878,Random error,Causal,0,1,1
STUDY-0878,Selection bias,Causal,1,1,2
STUDY-0864,Conflating task,Descriptive,1,0,1
STUDY-0864,Measurement bias,Descriptive,0,0,1
STUDY-0864,Mentioning errors,Descriptive,0,0,1
STUDY-0864,Missing data,Descriptive,1,0,2
STUDY-0864,Random error,Descriptive,0,1,1
STUDY-0864,Selection bias,Descriptive,1,0,1
STUDY-0902,Conflating task,Descriptive,1,0,1
STUDY-0902,Measurement bias,Descriptive,1,0,1
STUDY-0902,Mentioning errors,Descriptive,0,0,1
STUDY-0902,Missing data,Descriptive,0,1,1
STUDY-0902,Random error,Descriptive,0,1,1
STUDY-0902,Selection bias,Descriptive,0,0,1
STUDY-0345,Conflating task,Descriptive,1,0,1
STUDY-0345,Measurement bias,Descriptive,0,0,0
STUDY-0345,Mentioning errors,Descriptive,0,1,1
STUDY-0345,Missing data,Descriptive,1,0,2
STUDY-0345,Random error,Descriptive,0,1,1
STUDY-0345,Selection bias,Descriptive,0,0,1
STUDY-0472,Conflating task,Descriptive,0,0,1
STUDY-0472,Measurement bias,Descriptive,1,0,1
STUDY-0472,Mentioning errors,Descriptive,0,0,1
STUDY-0472,Missing data,Descriptive,1,0,2
STUDY-0472,Random error,Descriptive,0,1,1
STUDY-0472,Selection bias,Descriptive,1,0,1
STUDY-0331,Confounding bias,Causal,1,0,1
STUDY-0331,Measurement bias,Causal,1,0,4
STUDY-0331,Mentioning errors,Causal,0,1,1
STUDY-0331,Missing data,Causal,0,0,2
STUDY-0331,Random error,Causal,0,1,1
STUDY-0331,Selection bias,Causal,1,2,3
STUDY-0476,Confounding bias,Causal,1,0,1
STUDY-0476,Measurement bias,Causal,3,0,5
STUDY-0476,Mentioning errors,Causal,0,0,1
STUDY-0476,Missing data,Causal,2,0,4
STUDY-0476,Random error,Causal,2,0,3
STUDY-0476,Selection bias,Causal,1,1,2
STUDY-1013,Confounding bias,Causal,1,0,1
STUDY-1013,Measurement bias,Causal,3,0,5
STUDY-1013,Mentioning errors,Causal,0,0,1
STUDY-1013,Missing data,Causal,2,0,4
STUDY-1013,Random error,Causal,1,0,3
STUDY-1013,Selection bias,Causal,1,1,2
STUDY-0194,Conflating task,Descriptive,1,0,1
STUDY-0194,Measurement bias,Descriptive,0,0,1
STUDY-0194,Mentioning errors,Descriptive,0,1,1
STUDY-0194,Missing data,Descriptive,1,0,2
STUDY-0194,Random error,Descriptive,0,1,1
STUDY-0194,Selection bias,Descriptive,1,0,1
STUDY-0736,Confounding bias,Causal,1,0,2
STUDY-0736,Measurement bias,Causal,2,0,4
STUDY-0736,Mentioning errors,Causal,0,0,1
STUDY-0736,Missing data,Causal,0,1,2
STUDY-0736,Random error,Causal,1,0,3
STUDY-0736,Selection bias,Causal,1,1,2
STUDY-0647,Confounding bias,Causal,0,0,2
STUDY-0647,Measurement bias,Causal,0,0,4
STUDY-0647,Mentioning errors,Causal,0,0,1
STUDY-0647,Missing data,Causal,0,0,2
STUDY-0647,Random error,Causal,0,1,1
STUDY-0647,Selection bias,Causal,1,2,3
STUDY-0978,Confounding bias,Causal,1,0,1
STUDY-0978,Measurement bias,Causal,1,0,4
STUDY-0978,Mentioning errors,Causal,0,0,1
STUDY-0978,Missing data,Causal,0,0,2
STUDY-0978,Random error,Causal,0,1,1
STUDY-0978,Selection bias,Causal,1,1,2
STUDY-0188,Confounding bias,Causal,1,0,1
STUDY-0188,Measurement bias,Causal,0,0,5
STUDY-0188,Mentioning errors,Causal,0,0,1
STUDY-0188,Missing data,Causal,0,0,2
STUDY-0188,Random error,Causal,0,1,1
STUDY-0188,Selection bias,Causal,1,1,2
STUDY-0940,Confounding bias,Causal,1,0,1
STUDY-0940,Measurement bias,Causal,2,0,4
STUDY-0940,Mentioning errors,Causal,0,0,1
STUDY-0940,Missing data,Causal,0,0,2
STUDY-0940,Random error,Causal,0,0,3
STUDY-0940,Selection bias,Causal,1,1,2
STUDY-0605,Confounding bias,Causal,1,0,1
STUDY-0605,Measurement bias,Causal,0,0,4
STUDY-0605,Mentioning errors,Causal,0,1,1
STUDY-0605,Missing data,Causal,0,1,2
STUDY-0605,Random error,Causal,0,1,1
STUDY-0605,Selection bias,Causal,1,2,3
STUDY-0084,Confounding bias,Causal,1,0,3
STUDY-0084,Measurement bias,Causal,1,0,4
STUDY-0084,Mentioning errors,Causal,0,0,1
STUDY-0084,Missing data,Causal,1,0,3
STUDY-0084,Random error,Causal,1,0,3
STUDY-0084,Selection bias,Causal,0,1,2
STUDY-0415,Confounding bias,Causal,1,0,2
STUDY-0415,Measurement bias,Causal,3,0,5
STUDY-0415,Mentioning errors,Causal,0,1,1
STUDY-0415,Missing data,Causal,0,2,2
STUDY-0415,Random error,Causal,0,1,1
STUDY-0415,Selection bias,Causal,1,1,2
STUDY-0426,Confounding bias,Causal,1,0,1
STUDY-0426,Measurement bias,Causal,2,0,4
STUDY-0426,Mentioning errors,Causal,0,0,1
STUDY-0426,Missing data,Causal,0,1,2
STUDY-0426,Selection bias,Causal,0,1,2
STUDY-0824,Conflating task,Descriptive,0,0,1
STUDY-0824,Measurement bias,Descriptive,1,0,1
STUDY-0824,Mentioning errors,Descriptive,0,0,1
STUDY-0824,Missing data,Descriptive,0,1,1
STUDY-0824,Random error,Descriptive,0,1,1
STUDY-0824,Selection bias,Descriptive,1,0,1
STUDY-0974,Conflating task,Descriptive,1,0,1
STUDY-0974,Measurement bias,Descriptive,0,0,1
STUDY-0974,Mentioning errors,Descriptive,0,1,1
STUDY-0974,Missing data,Descriptive,0,0,1
STUDY-0974,Selection bias,Descriptive,0,0,1
STUDY-0679,Confounding bias,Causal,1,0,1
STUDY-0679,Measurement bias,Causal,1,0,5
STUDY-0679,Mentioning errors,Causal,0,0,1
STUDY-0679,Missing data,Causal,0,0,2
STUDY-0679,Random error,Causal,0,1,1
STUDY-0679,Selection bias,Causal,1,1,2
STUDY-0115,Confounding bias,Causal,1,0,1
STUDY-0115,Measurement bias,Causal,1,0,5
STUDY-0115,Mentioning errors,Causal,0,0,1
STUDY-0115,Missing data,Causal,0,0,2
STUDY-0115,Random error,Causal,1,0,3
STUDY-0115,Selection bias,Causal,1,1,2
STUDY-0764,Confounding bias,Causal,0,0,1
STUDY-0764,Measurement bias,Causal,0,0,4
STUDY-0764,Mentioning errors,Causal,0,0,1
STUDY-0764,Missing data,Causal,1,0,3
STUDY-0764,Random error,Causal,0,0,3
STUDY-0764,Selection bias,Causal,1,0,3
STUDY-0677,Confounding bias,Causal,1,0,1
STUDY-0677,Measurement bias,Causal,2,0,4
STUDY-0677,Mentioning errors,Causal,0,1,1
STUDY-0677,Missing data,Causal,0,0,2
STUDY-0677,Random error,Causal,0,1,1
STUDY-0677,Selection bias,Causal,1,1,2
STUDY-0320,Confounding bias,Causal,1,0,2
STUDY-0320,Measurement bias,Causal,1,0,4
STUDY-0320,Mentioning errors,Causal,0,0,1
STUDY-0320,Missing data,Causal,0,0,2
STUDY-0320,Random error,Causal,0,0,3
STUDY-0320,Selection bias,Causal,0,0,1
STUDY-0280,Conflating task,Descriptive,1,0,1
STUDY-0280,Measurement bias,Descriptive,1,0,1
STUDY-0280,Mentioning errors,Descriptive,0,0,1
STUDY-0280,Missing data,Descriptive,0,0,1
STUDY-0280,Selection bias,Descriptive,0,0,1
STUDY-0434,Confounding bias,Causal,1,0,1
STUDY-0434,Measurement bias,Causal,0,0,5
STUDY-0434,Mentioning errors,Causal,0,0,1
STUDY-0434,Missing data,Causal,0,1,2
STUDY-0434,Random error,Causal,1,0,3
STUDY-0434,Selection bias,Causal,1,1,2
STUDY-0237,Confounding bias,Causal,1,0,2
STUDY-0237,Measurement bias,Causal,0,0,3
STUDY-0237,Mentioning errors,Causal,0,0,1
STUDY-0237,Missing data,Causal,2,0,4
STUDY-0237,Random error,Causal,0,1,1
STUDY-0237,Selection bias,Causal,1,2,3
STUDY-0329,Confounding bias,Causal,1,0,1
STUDY-0329,Measurement bias,Causal,0,0,4
STUDY-0329,Mentioning errors,Causal,0,0,1
STUDY-0329,Missing data,Causal,0,1,2
STUDY-0329,Random error,Causal,0,1,1
STUDY-0329,Selection bias,Causal,1,1,2
STUDY-0561,Confounding bias,Causal,0,0,2
STUDY-0561,Measurement bias,Causal,0,0,3
STUDY-0561,Mentioning errors,Causal,0,0,1
STUDY-0561,Missing data,Causal,0,0,2
STUDY-0561,Random error,Causal,1,0,3
STUDY-0561,Selection bias,Causal,0,0,2
STUDY-0130,Conflating task,Descriptive,0,0,1
STUDY-0130,Measurement bias,Descriptive,0,0,1
STUDY-0130,Mentioning errors,Descriptive,0,1,1
STUDY-0130,Missing data,Descriptive,0,0,1
STUDY-0130,Random error,Descriptive,1,0,3
STUDY-0130,Selection bias,Descriptive,1,0,1
STUDY-0083,Confounding bias,Causal,1,0,2
STUDY-0083,Measurement bias,Causal,1,0,4
STUDY-0083,Mentioning errors,Causal,0,1,1
STUDY-0083,Missing data,Causal,0,1,2
STUDY-0083,Random error,Causal,0,1,1
STUDY-0083,Selection bias,Causal,1,2,3
STUDY-0633,Confounding bias,Causal,0,0,2
STUDY-0633,Measurement bias,Causal,1,0,5
STUDY-0633,Mentioning errors,Causal,0,0,1
STUDY-0633,Missing data,Causal,0,0,2
STUDY-0633,Random error,Causal,0,1,1
STUDY-0633,Selection bias,Causal,1,1,2
STUDY-0876,Confounding bias,Causal,1,0,1
STUDY-0876,Measurement bias,Causal,2,0,5
STUDY-0876,Mentioning errors,Causal,0,0,1
STUDY-0876,Missing data,Causal,0,0,2
STUDY-0876,Random error,Causal,0,1,1
STUDY-0876,Selection bias,Causal,1,1,2
STUDY-0669,Confounding bias,Causal,0,0,1
STUDY-0669,Measurement bias,Causal,1,0,4
STUDY-0669,Mentioning errors,Causal,0,0,1
STUDY-0669,Missing data,Causal,1,0,3
STUDY-0669,Random error,Causal,1,0,3
STUDY-0669,Selection bias,Causal,2,1,4
STUDY-0074,Conflating task,Descriptive,1,0,1
STUDY-0074,Measurement bias,Descriptive,1,0,1
STUDY-0074,Mentioning errors,Descriptive,0,0,1
STUDY-0074,Missing data,Descriptive,0,0,1
STUDY-0074,Selection bias,Descriptive,0,0,1
STUDY-0055,Conflating task,Descriptive,1,0,1
STUDY-0055,Measurement bias,Descriptive,0,0,1
STUDY-0055,Mentioning errors,Descriptive,0,0,1
STUDY-0055,Missing data,Descriptive,0,0,1
STUDY-0055,Random error,Descriptive,0,1,1
STUDY-0055,Selection bias,Descriptive,1,0,1
STUDY-0722,Conflating task,Descriptive,1,0,1
STUDY-0722,Measurement bias,Descriptive,0,0,1
STUDY-0722,Mentioning errors,Descriptive,0,1,1
STUDY-0722,Missing data,Descriptive,0,0,1
STUDY-0722,Random error,Descriptive,0,1,1
STUDY-0722,Selection bias,Descriptive,1,0,1
STUDY-0947,Conflating task,Descriptive,0,0,1
STUDY-0947,Measurement bias,Descriptive,0,0,1
STUDY-0947,Mentioning errors,Descriptive,0,1,1
STUDY-0947,Missing data,Descriptive,0,0,1
STUDY-0947,Random error,Descriptive,0,1,1
STUDY-0947,Selection bias,Descriptive,1,0,1
STUDY-0245,Conflating task,Descriptive,1,0,1
STUDY-0245,Measurement bias,Descriptive,1,0,1
STUDY-0245,Mentioning errors,Descriptive,0,1,1
STUDY-0245,Missing data,Descriptive,0,0,1
STUDY-0245,Selection bias,Descriptive,1,0,1
STUDY-0379,Confounding bias,Causal,1,0,1
STUDY-0379,Measurement bias,Causal,0,0,4
STUDY-0379,Mentioning errors,Causal,0,0,1
STUDY-0379,Missing data,Causal,0,0,3
STUDY-0379,Random error,Causal,0,0,3
STUDY-0379,Selection bias,Causal,1,1,2
STUDY-0887,Confounding bias,Causal,1,0,1
STUDY-0887,Measurement bias,Causal,2,0,4
STUDY-0887,Mentioning errors,Causal,0,0,1
STUDY-0887,Missing data,Causal,0,0,2
STUDY-0887,Random error,Causal,0,1,1
STUDY-0887,Selection bias,Causal,1,1,2
STUDY-0695,Confounding bias,Causal,1,0,2
STUDY-0695,Measurement bias,Causal,0,0,5
STUDY-0695,Mentioning errors,Causal,0,0,1
STUDY-0695,Missing data,Causal,0,2,2
STUDY-0695,Random error,Causal,0,1,1
STUDY-0695,Selection bias,Causal,1,1,2
STUDY-0762,Confounding bias,Causal,1,0,2
STUDY-0762,Measurement bias,Causal,3,0,5
STUDY-0762,Mentioning errors,Causal,0,1,1
STUDY-0762,Missing data,Causal,0,0,2
STUDY-0762,Selection bias,Causal,0,0,1
STUDY-0823,Confounding bias,Causal,1,0,2
STUDY-0823,Measurement bias,Causal,1,0,5
STUDY-0823,Mentioning errors,Causal,0,1,1
STUDY-0823,Missing data,Causal,0,2,2
STUDY-0823,Random error,Causal,0,1,1
STUDY-0823,Selection bias,Causal,1,1,2
STUDY-0536,Confounding bias,Causal,1,0,2
STUDY-0536,Measurement bias,Causal,1,0,4
STUDY-0536,Mentioning errors,Causal,0,1,1
STUDY-0536,Missing data,Causal,0,0,2
STUDY-0536,Random error,Causal,1,0,3
STUDY-0536,Selection bias,Causal,1,1,2
STUDY-0650,Confounding bias,Causal,1,0,1
STUDY-0650,Measurement bias,Causal,0,0,4
STUDY-0650,Mentioning errors,Causal,0,0,1
STUDY-0650,Missing data,Causal,0,1,2
STUDY-0650,Selection bias,Causal,1,1,2
STUDY-0273,Confounding bias,Causal,0,0,2
STUDY-0273,Measurement bias,Causal,1,0,5
STUDY-0273,Mentioning errors,Causal,0,0,1
STUDY-0273,Missing data,Causal,1,1,3
STUDY-0273,Random error,Causal,1,0,3
STUDY-0273,Selection bias,Causal,1,1,2
STUDY-0961,Confounding bias,Causal,1,0,1
STUDY-0961,Measurement bias,Causal,2,0,5
STUDY-0961,Mentioning errors,Causal,0,0,1
STUDY-0961,Missing data,Causal,0,0,2
STUDY-0961,Random error,Causal,0,1,1
STUDY-0961,Selection bias,Causal,1,1,2
STUDY-0609,Confounding bias,Causal,1,0,1
STUDY-0609,Measurement bias,Causal,3,0,5
STUDY-0609,Mentioning errors,Causal,0,0,1
STUDY-0609,Missing data,Causal,1,0,3
STUDY-0609,Random error,Causal,1,0,3
STUDY-0609,Selection bias,Causal,1,1,2
STUDY-0976,Confounding bias,Causal,1,0,1
STUDY-0976,Measurement bias,Causal,2,0,4
STUDY-0976,Mentioning errors,Causal,0,0,1
STUDY-0976,Missing data,Causal,1,0,3
STUDY-0976,Random error,Causal,0,1,1
STUDY-0976,Selection bias,Causal,1,1,2
STUDY-0282,Confounding bias,Causal,1,0,2
STUDY-0282,Measurement bias,Causal,0,0,3
STUDY-0282,Mentioning errors,Causal,0,1,1
STUDY-0282,Missing data,Causal,0,0,2
STUDY-0282,Random error,Causal,1,0,3
STUDY-0282,Selection bias,Causal,1,1,2
STUDY-0867,Conflating task,Descriptive,1,0,1
STUDY-0867,Measurement bias,Descriptive,0,0,1
STUDY-0867,Mentioning errors,Descriptive,0,0,1
STUDY-0867,Missing data,Descriptive,0,0,1
STUDY-0867,Random error,Descriptive,0,1,1
STUDY-0867,Selection bias,Descriptive,1,0,1
STUDY-0794,Conflating task,Descriptive,0,0,1
STUDY-0794,Measurement bias,Descriptive,0,0,1
STUDY-0794,Mentioning errors,Descriptive,0,1,1
STUDY-0794,Missing data,Descriptive,0,0,1
STUDY-0794,Random error,Descriptive,0,1,1
STUDY-0794,Selection bias,Descriptive,1,0,1
STUDY-0829,Confounding bias,Causal,1,0,2
STUDY-0829,Measurement bias,Causal,0,0,3
STUDY-0829,Mentioning errors,Causal,0,1,1
STUDY-0829,Missing data,Causal,0,0,2
STUDY-0829,Random error,Causal,1,0,3
STUDY-0829,Selection bias,Causal,0,0,2
STUDY-0875,Conflating task,Descriptive,1,0,1
STUDY-0875,Measurement bias,Descriptive,0,0,1
STUDY-0875,Mentioning errors,Descriptive,0,0,1
STUDY-0875,Missing data,Descriptive,0,0,1
STUDY-0875,Random error,Descriptive,1,0,3
STUDY-0875,Selection bias,Descriptive,1,0,1
STUDY-0443,Confounding bias,Causal,1,0,1
STUDY-0443,Measurement bias,Causal,2,0,5
STUDY-0443,Mentioning errors,Causal,0,0,1
STUDY-0443,Missing data,Causal,0,0,2
STUDY-0443,Random error,Causal,0,1,1
STUDY-0443,Selection bias,Causal,1,2,3
STUDY-0269,Confounding bias,Causal,0,0,2
STUDY-0269,Measurement bias,Causal,0,0,3
STUDY-0269,Mentioning errors,Causal,0,1,1
STUDY-0269,Missing data,Causal,0,0,2
STUDY-0269,Selection bias,Causal,0,1,2
STUDY-0241,Confounding bias,Causal,1,0,1
STUDY-0241,Measurement bias,Causal,0,0,3
STUDY-0241,Mentioning errors,Causal,0,0,1
STUDY-0241,Missing data,Causal,0,2,2
STUDY-0241,Random error,Causal,0,1,1
STUDY-0241,Selection bias,Causal,1,2,3
STUDY-0336,Confounding bias,Causal,0,0,1
STUDY-0336,Measurement bias,Causal,0,0,4
STUDY-0336,Mentioning errors,Causal,0,1,1
STUDY-0336,Missing data,Causal,0,0,2
STUDY-0336,Random error,Causal,1,0,3
STUDY-0336,Selection bias,Causal,0,0,2
STUDY-0812,Confounding bias,Causal,1,0,1
STUDY-0812,Measurement bias,Causal,0,0,4
STUDY-0812,Mentioning errors,Causal,0,1,1
STUDY-0812,Missing data,Causal,0,0,2
STUDY-0812,Random error,Causal,1,0,3
STUDY-0812,Selection bias,Causal,1,1,2
STUDY-0567,Confounding bias,Causal,0,0,1
STUDY-0567,Measurement bias,Causal,1,0,4
STUDY-0567,Mentioning errors,Causal,0,0,1
STUDY-0567,Missing data,Causal,0,2,2
STUDY-0567,Selection bias,Causal,1,2,3
STUDY-0232,Conflating task,Descriptive,1,0,1
STUDY-0232,Measurement bias,Descriptive,0,0,0
STUDY-0232,Mentioning errors,Descriptive,0,0,1
STUDY-0232,Missing data,Descriptive,0,0,1
STUDY-0232,Selection bias,Descriptive,0,0,1
STUDY-0648,Conflating task,Descriptive,1,0,1
STUDY-0648,Measurement bias,Descriptive,1,0,1
STUDY-0648,Mentioning errors,Descriptive,0,0,1
STUDY-0648,Missing data,Descriptive,0,1,1
STUDY-0648,Random error,Descriptive,0,1,1
STUDY-0648,Selection bias,Descriptive,1,0,1
STUDY-0656,Confounding bias,Causal,1,0,2
STUDY-0656,Measurement bias,Causal,3,0,4
STUDY-0656,Mentioning errors,Causal,0,0,1
STUDY-0656,Missing data,Causal,0,0,2
STUDY-0656,Random error,Causal,1,0,3
STUDY-0656,Selection bias,Causal,1,1,2
STUDY-0185,Conflating task,Descriptive,1,0,1
STUDY-0185,Measurement bias,Descriptive,1,0,1
STUDY-0185,Mentioning errors,Descriptive,0,0,1
STUDY-0185,Missing data,Descriptive,0,1,1
STUDY-0185,Random error,Descriptive,0,1,1
STUDY-0185,Selection bias,Descriptive,1,0,1
STUDY-0991,Confounding bias,Causal,1,0,1
STUDY-0991,Measurement bias,Causal,2,0,5
STUDY-0991,Mentioning errors,Causal,0,1,1
STUDY-0991,Missing data,Causal,0,0,2
STUDY-0991,Random error,Causal,2,0,3
STUDY-0991,Selection bias,Causal,1,1,2
STUDY-0047,Conflating task,Descriptive,1,0,1
STUDY-0047,Measurement bias,Descriptive,0,0,0
STUDY-0047,Mentioning errors,Descriptive,0,1,1
STUDY-0047,Missing data,Descriptive,0,0,1
STUDY-0047,Random error,Descriptive,0,1,1
STUDY-0047,Selection bias,Descriptive,1,0,1
STUDY-0186,Conflating task,Descriptive,1,0,1
STUDY-0186,Measurement bias,Descriptive,0,0,1
STUDY-0186,Mentioning errors,Descriptive,0,0,1
STUDY-0186,Missing data,Descriptive,0,0,1
STUDY-0186,Random error,Descriptive,0,0,3
STUDY-0186,Selection bias,Descriptive,1,0,1
STUDY-0713,Confounding bias,Causal,1,0,2
STUDY-0713,Measurement bias,Causal,0,0,5
STUDY-0713,Mentioning errors,Causal,0,0,1
STUDY-0713,Missing data,Causal,0,1,2
STUDY-0713,Random error,Causal,0,0,3
STUDY-0713,Selection bias,Causal,1,1,2
STUDY-0710,Confounding bias,Causal,0,0,1
STUDY-0710,Measurement bias,Causal,1,0,4
STUDY-0710,Mentioning errors,Causal,0,0,1
STUDY-0710,Missing data,Causal,0,0,2
STUDY-0710,Random error,Causal,0,1,1
STUDY-0710,Selection bias,Causal,1,1,3
STUDY-0520,Conflating task,Descriptive,1,0,1
STUDY-0520,Measurement bias,Descriptive,0,0,1
STUDY-0520,Mentioning errors,Descriptive,0,1,1
STUDY-0520,Missing data,Descriptive,0,0,1
STUDY-0520,Random error,Descriptive,0,1,1
STUDY-0520,Selection bias,Descriptive,0,0,1
STUDY-0156,Conflating task,Descriptive,0,0,1
STUDY-0156,Measurement bias,Descriptive,0,0,1
STUDY-0156,Mentioning errors,Descriptive,0,1,1
STUDY-0156,Missing data,Descriptive,0,0,1
STUDY-0156,Random error,Descriptive,0,1,1
STUDY-0156,Selection bias,Descriptive,1,0,1
STUDY-0944,Conflating task,Descriptive,1,0,1
STUDY-0944,Measurement bias,Descriptive,0,0,1
STUDY-0944,Mentioning errors,Descriptive,0,1,1
STUDY-0944,Missing data,Descriptive,0,0,1
STUDY-0944,Random error,Descriptive,0,1,1
STUDY-0944,Selection bias,Descriptive,1,0,1
STUDY-0305,Confounding bias,Causal,0,0,2
STUDY-0305,Measurement bias,Causal,3,0,5
STUDY-0305,Mentioning errors,Causal,0,1,1
STUDY-0305,Missing data,Causal,2,0,4
STUDY-0305,Random error,Causal,1,0,3
STUDY-0305,Selection bias,Causal,1,1,2
STUDY-0676,Confounding bias,Causal,1,0,1
STUDY-0676,Measurement bias,Causal,4,0,5
STUDY-0676,Mentioning errors,Causal,0,1,1
STUDY-0676,Missing data,Causal,0,1,2
STUDY-0676,Random error,Causal,0,1,1
STUDY-0676,Selection bias,Causal,1,1,2
STUDY-0927,Confounding bias,Causal,1,0,1
STUDY-0927,Measurement bias,Causal,3,0,5
STUDY-0927,Mentioning errors,Causal,0,0,1
STUDY-0927,Missing data,Causal,0,0,2
STUDY-0927,Random error,Causal,0,0,3
STUDY-0927,Selection bias,Causal,1,1,2
STUDY-0906,Confounding bias,Causal,1,0,2
STUDY-0906,Measurement bias,Causal,2,0,4
STUDY-0906,Mentioning errors,Causal,0,0,1
STUDY-0906,Missing data,Causal,0,1,2
STUDY-0906,Selection bias,Causal,0,1,2
STUDY-0501,Confounding bias,Causal,0,0,2
STUDY-0501,Measurement bias,Causal,3,0,5
STUDY-0501,Mentioning errors,Causal,0,0,1
STUDY-0501,Missing data,Causal,0,0,2
STUDY-0501,Random error,Causal,1,0,3
STUDY-0501,Selection bias,Causal,1,1,2
STUDY-0868,Confounding bias,Causal,0,0,2
STUDY-0868,Measurement bias,Causal,1,0,5
STUDY-0868,Mentioning errors,Causal,0,0,1
STUDY-0868,Missing data,Causal,2,0,4
STUDY-0868,Selection bias,Causal,0,0,1
STUDY-0183,Confounding bias,Causal,0,0,2
STUDY-0183,Measurement bias,Causal,3,0,5
STUDY-0183,Mentioning errors,Causal,0,0,1
STUDY-0183,Missing data,Causal,0,0,2
STUDY-0183,Random error,Causal,1,0,3
STUDY-0183,Selection bias,Causal,1,1,2
STUDY-0053,Conflating task,Descriptive,0,0,1
STUDY-0053,Measurement bias,Descriptive,0,0,1
STUDY-0053,Mentioning errors,Descriptive,0,1,1
STUDY-0053,Missing data,Descriptive,0,1,1
STUDY-0053,Random error,Descriptive,0,1,1
STUDY-0053,Selection bias,Descriptive,1,0,1
STUDY-0981,Confounding bias,Causal,1,0,2
STUDY-0981,Measurement bias,Causal,0,0,4
STUDY-0981,Mentioning errors,Causal,0,0,1
STUDY-0981,Missing data,Causal,1,0,3
STUDY-0981,Random error,Causal,0,1,1
STUDY-0981,Selection bias,Causal,1,1,2
STUDY-0831,Confounding bias,Causal,1,0,1
STUDY-0831,Measurement bias,Causal,3,0,5
STUDY-0831,Mentioning errors,Causal,0,1,1
STUDY-0831,Missing data,Causal,0,0,2
STUDY-0831,Selection bias,Causal,0,0,1
STUDY-0519,Confounding bias,Causal,1,0,2
STUDY-0519,Measurement bias,Causal,2,0,5
STUDY-0519,Mentioning errors,Causal,0,0,1
STUDY-0519,Missing data,Causal,0,0,2
STUDY-0519,Random error,Causal,1,0,3
STUDY-0519,Selection bias,Causal,1,1,2
STUDY-0017,Confounding bias,Causal,1,0,2
STUDY-0017,Measurement bias,Causal,1,0,5
STUDY-0017,Mentioning errors,Causal,0,0,1
STUDY-0017,Missing data,Causal,1,1,3
STUDY-0017,Random error,Causal,0,1,1
STUDY-0017,Selection bias,Causal,1,1,2
STUDY-0621,Confounding bias,Causal,0,0,2
STUDY-0621,Measurement bias,Causal,2,0,5
STUDY-0621,Mentioning errors,Causal,0,1,1
STUDY-0621,Missing data,Causal,0,2,2
STUDY-0621,Selection bias,Causal,1,1,2
STUDY-0905,Conflating task,Descriptive,1,0,1
STUDY-0905,Measurement bias,Descriptive,0,0,1
STUDY-0905,Mentioning errors,Descriptive,0,0,1
STUDY-0905,Missing data,Descriptive,1,0,2
STUDY-0905,Random error,Descriptive,1,0,3
STUDY-0905,Selection bias,Descriptive,1,0,1
STUDY-0143,Conflating task,Descriptive,0,0,1
STUDY-0143,Measurement bias,Descriptive,1,0,1
STUDY-0143,Mentioning errors,Descriptive,0,0,1
STUDY-0143,Missing data,Descriptive,0,0,1
STUDY-0143,Selection bias,Descriptive,0,0,1
STUDY-0644,Confounding bias,Causal,0,0,2
STUDY-0644,Measurement bias,Causal,1,0,5
STUDY-0644,Mentioning errors,Causal,0,0,1
STUDY-0644,Missing data,Causal,1,0,3
STUDY-0644,Random error,Causal,0,1,1
STUDY-0644,Selection bias,Causal,1,2,3
STUDY-0441,Conflating task,Descriptive,1,0,1
STUDY-0441,Measurement bias,Descriptive,0,0,1
STUDY-0441,Mentioning errors,Descriptive,0,0,1
STUDY-0441,Missing data,Descriptive,0,1,1
STUDY-0441,Random error,Descriptive,0,1,1
STUDY-0441,Selection bias,Descriptive,1,0,1
STUDY-0030,Confounding bias,Causal,1,0,2
STUDY-0030,Measurement bias,Causal,1,0,5
STUDY-0030,Mentioning errors,Causal,0,1,1
STUDY-0030,Missing data,Causal,0,2,2
STUDY-0030,Selection bias,Causal,0,0,1
STUDY-0807,Confounding bias,Causal,1,0,1
STUDY-0807,Measurement bias,Causal,1,0,5
STUDY-0807,Mentioning errors,Causal,0,1,1
STUDY-0807,Missing data,Causal,1,1,3
STUDY-0807,Random error,Causal,0,1,1
STUDY-0807,Selection bias,Causal,1,2,3
STUDY-0371,Confounding bias,Causal,1,0,1
STUDY-0371,Measurement bias,Causal,3,0,5
STUDY-0371,Mentioning errors,Causal,0,0,1
STUDY-0371,Missing data,Causal,0,1,2
STUDY-0371,Random error,Causal,0,1,1
STUDY-0371,Selection bias,Causal,1,1,2
STUDY-0911,Confounding bias,Causal,1,0,1
STUDY-0911,Measurement bias,Causal,0,0,5
STUDY-0911,Mentioning errors,Causal,0,1,1
STUDY-0911,Missing data,Causal,0,0,2
STUDY-0911,Random error,Causal,1,0,3
STUDY-0911,Selection bias,Causal,1,1,2
STUDY-0430,Confounding bias,Causal,1,0,1
STUDY-0430,Measurement bias,Causal,4,0,5
STUDY-0430,Mentioning errors,Causal,0,0,1
STUDY-0430,Missing data,Causal,1,0,3
STUDY-0430,Random error,Causal,0,1,1
STUDY-0430,Selection bias,Causal,1,1,2
STUDY-0968,Confounding bias,Causal,1,0,2
STUDY-0968,Measurement bias,Causal,1,0,5
