"PMID","Study_Type","domain","item","axis","state","primary","raw","severity"
"STUDY-0005","Causal","Measurement bias","diff_or_nondiff_exp","validity","VAL",TRUE,"Differential with respect to the outcome",1
"STUDY-0005","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0005","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0005","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on none of the above",0.6666667
"STUDY-0005","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0005","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"Yes",0
"STUDY-0005","Causal","Missing data","hand_miss_outcom","validity","VAL",TRUE,"No",1
"STUDY-0005","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"Yes",0
"STUDY-0005","Causal","Missing data","hand_miss_exposure","validity","VAL",TRUE,"No",1
"STUDY-0005","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias",0
"STUDY-0162","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0162","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0162","Causal","Selection bias","ltfu_bias","reporting","OK",TRUE,"Yes",0
"STUDY-0162","Causal","Selection bias","ltfu_acc","validity","VAL",TRUE,"No",1
"STUDY-0162","Causal","Measurement bias","val_outcome","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0162","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0162","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0162","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0162","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0162","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0162","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0162","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0162","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0162","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0162","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"Yes",0
"STUDY-0162","Causal","Missing data","hand_miss_outcom","validity","VAL",TRUE,"No",1
"STUDY-0162","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"Yes",0
"STUDY-0162","Causal","Missing data","hand_miss_exposure","validity","VAL",TRUE,"No",1
"STUDY-0162","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias;Measurement bias",0
"STUDY-0728","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0728","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0728","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0728","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0728","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0728","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0728","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0728","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0728","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"No",1
"STUDY-0728","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0728","Causal","Measurement bias","diff_or_nondiff_exp","validity","VAL",TRUE,"Differential with respect to the outcome",1
"STUDY-0728","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0728","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0728","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on none of the above;Based on statistical criteria",0.6666667
"STUDY-0728","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0728","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"Yes",0
"STUDY-0728","Causal","Missing data","hand_miss_outcom","validity","VAL",TRUE,"No",1
"STUDY-0728","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"Yes",0
"STUDY-0728","Causal","Missing data","hand_miss_exposure","validity","VAL",TRUE,"No",1
"STUDY-0728","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias;Measurement bias;Confounding bias",0
"STUDY-0590","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0590","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0590","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0590","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0590","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0590","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0590","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0590","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0590","Causal","Measurement bias","val_exposure","validity","OK",TRUE,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",0
"STUDY-0590","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0590","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0590","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0590","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Matching",0
"STUDY-0590","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on none of the above",0.6666667
"STUDY-0590","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0590","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0590","Causal","Missing data","miss_exposure","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0590","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0440","Descriptive","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0440","Descriptive","Measurement bias","val_outcome","validity","VAL",TRUE,"No",1
"STUDY-0440","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0440","Descriptive","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0440","Descriptive","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0440","Descriptive","Conflating task","confl_task","validity","OK",TRUE,"No",0
"STUDY-0450","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0450","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0450","Causal","Random error","sample_ach","validity","VAL",TRUE,"No",1
"STUDY-0450","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0450","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0450","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0450","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0450","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0450","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0450","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0450","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0450","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0450","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0450","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0450","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0450","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0450","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0450","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0416","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0416","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0416","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0416","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0416","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0416","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0416","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0416","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0416","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0416","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0416","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0416","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0416","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0416","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0416","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0416","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0416","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0416","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0557","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0557","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0557","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0557","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0557","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0557","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0557","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0557","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0557","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0557","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"No",1
"STUDY-0557","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0557","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0557","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0557","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0557","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0557","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0557","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0557","Causal","Missing data","miss_exposure","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0557","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Random error;Selection bias;Measurement bias",0
"STUDY-0352","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0352","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0352","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0352","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0352","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0352","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0352","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0352","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0352","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0352","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0352","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0352","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0352","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Regression",0
"STUDY-0352","Causal","Confounding bias","conf_var_det","validity","VAL",TRUE,"Based on none of the above",0.6666667
"STUDY-0352","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0352","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0352","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0352","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0468","Descriptive","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0468","Descriptive","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0468","Descriptive","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0468","Descriptive","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0468","Descriptive","Measurement bias","val_outcome","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0468","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0468","Descriptive","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0468","Descriptive","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0468","Descriptive","Conflating task","confl_task","validity","VAL",TRUE,"Yes",1
"STUDY-0665","Causal","Selection bias","base_sel","validity","OK",TRUE,"No baseline selection bias from investigator",0
"STUDY-0665","Causal","Selection bias","comp_dis","reporting","NA",TRUE,"",0
"STUDY-0665","Causal","Measurement bias","val_outcome","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0665","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0665","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0665","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0665","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0665","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0665","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0665","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0665","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0665","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0665","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"Yes",0
"STUDY-0665","Causal","Missing data","hand_miss_outcom","validity","VAL",TRUE,"No",1
"STUDY-0665","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"Yes",0
"STUDY-0665","Causal","Missing data","hand_miss_exposure","validity","VAL",TRUE,"No",1
"STUDY-0665","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Measurement bias",0
"STUDY-0988","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0988","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0988","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0988","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0988","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0988","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0988","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0988","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0988","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0988","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"No",1
"STUDY-0988","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0988","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0988","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0988","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0988","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0988","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0988","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0988","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0988","Causal","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-0252","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0252","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0252","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0252","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0252","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0252","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0252","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0252","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0252","Causal","Measurement bias","val_exposure","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0252","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0252","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0252","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0252","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0252","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0252","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0252","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0252","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0252","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias",0
"STUDY-0986","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0986","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0986","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0986","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0986","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0986","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0986","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0986","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0986","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0986","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0986","Causal","Measurement bias","diff_or_nondiff_exp","validity","VAL",TRUE,"Differential with respect to the outcome",1
"STUDY-0986","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0986","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0986","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0986","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0986","Causal","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-0986","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0986","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias",0
"STUDY-0781","Causal","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-0781","Causal","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-0781","Causal","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-0781","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0781","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0781","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0781","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0781","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0781","Causal","Measurement bias","diff_or_nondiff_out","validity","OK",TRUE,"Non-differential with respect to the exposure",0
"STUDY-0781","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0781","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0781","Causal","Measurement bias","diff_or_nondiff_exp","validity","OK",TRUE,"Non-differential with respect to the outcome",0
"STUDY-0781","Causal","Measurement bias","dep_or_indep_misc","validity","OK",TRUE,"Independent",0
"STUDY-0781","Causal","Confounding bias","base_conf_meth","validity","OK",TRUE,"Randomization",0
"STUDY-0781","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0781","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0781","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0781","Causal","Missing data","miss_exposure","reporting","OK",TRUE,"No",0
"STUDY-0781","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Confounding bias",0
"STUDY-0360","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0360","Causal","Random error","acc_sampl","validity","OK",TRUE,"Yes",0
"STUDY-0360","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0360","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0360","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0360","Causal","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0360","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0360","Causal","Measurement bias","diff_or_nondiff_out","validity","VAL",TRUE,"Differential with respect to the exposure",1
"STUDY-0360","Causal","Measurement bias","val_exposure","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-0360","Causal","Measurement bias","exp_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-0360","Causal","Measurement bias","diff_or_nondiff_exp","validity","VAL",TRUE,"Differential with respect to the outcome",1
"STUDY-0360","Causal","Measurement bias","dep_or_indep_misc","validity","VAL",TRUE,"Dependent",1
"STUDY-0360","Causal","Confounding bias","base_conf_meth","validity","VAL",TRUE,"No adjustment for baseline confounding was done",1
"STUDY-0360","Causal","Confounding bias","conf_var_det","validity","NA",TRUE,"No adjustment for baseline and time-varying confounding was done",0
"STUDY-0360","Causal","Confounding bias","tv_conf_meth","validity","NA",TRUE,"No || ",0
"STUDY-0360","Causal","Missing data","miss_outcome","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0360","Causal","Missing data","miss_exposure","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0360","Causal","Mentioning errors","err_disc","reporting","OK",TRUE,"Selection bias;Measurement bias",0
"STUDY-1003","Descriptive","Random error","sample_size","reporting","REP",TRUE,"No",0
"STUDY-1003","Descriptive","Random error","acc_sampl","validity","NA",TRUE,"",0
"STUDY-1003","Descriptive","Random error","sample_ach","validity","NA",TRUE,"",0
"STUDY-1003","Descriptive","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-1003","Descriptive","Measurement bias","val_outcome","validity","VAL",TRUE,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",0.5
"STUDY-1003","Descriptive","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
"STUDY-1003","Descriptive","Missing data","miss_outcome","reporting","OK",TRUE,"No",0
"STUDY-1003","Descriptive","Mentioning errors","err_disc","reporting","REP",TRUE,"None of the above",0
"STUDY-1003","Descriptive","Conflating task","confl_task","validity","VAL",TRUE,"Yes",1
"STUDY-0062","Causal","Random error","sample_size","reporting","OK",TRUE,"Yes",0
"STUDY-0062","Causal","Random error","acc_sampl","validity","VAL",TRUE,"No",1
"STUDY-0062","Causal","Random error","sample_ach","validity","OK",TRUE,"Yes",0
"STUDY-0062","Causal","Selection bias","base_sel","validity","VAL",TRUE,"No",1
"STUDY-0062","Causal","Selection bias","comp_dis","reporting","REP",TRUE,"No",0
"STUDY-0062","Causal","Selection bias","ltfu_bias","reporting","REP",TRUE,"Not reported or unknown",0
"STUDY-0062","Causal","Measurement bias","val_outcome","validity","NA",TRUE,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",0
"STUDY-0062","Causal","Measurement bias","out_bias_acc","validity","VAL",TRUE,"No",1
