PMID,Study_Type,variable,final,source,resolution_note
STUDY-0447,Causal,descriptive_acc_sampl,,agreed,
STUDY-0447,Causal,descriptive_base_sel,,agreed,
STUDY-0447,Causal,descriptive_confl_task,,agreed,
STUDY-0447,Causal,descriptive_design,,agreed,
STUDY-0447,Causal,descriptive_err_disc,,agreed,
STUDY-0447,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0447,Causal,descriptive_miss_outcome,,agreed,
STUDY-0447,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0447,Causal,descriptive_outcome_type,,agreed,
STUDY-0447,Causal,descriptive_pop,,agreed,
STUDY-0447,Causal,descriptive_sample_ach,,agreed,
STUDY-0447,Causal,descriptive_sample_size,,agreed,
STUDY-0447,Causal,descriptive_sampling,,agreed,
STUDY-0447,Causal,descriptive_val_outcome,,agreed,
STUDY-0447,Causal,predictive_design,,agreed,
STUDY-0447,Causal,predictive_pop,,agreed,
STUDY-0447,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0447,Causal,task,Causal,agreed,
STUDY-0634,Descriptive,causal_acc_sampl,,agreed,
STUDY-0634,Descriptive,causal_base_conf_meth,,agreed,
STUDY-0634,Descriptive,causal_base_sel,,agreed,
STUDY-0634,Descriptive,causal_comp_dis,,agreed,
STUDY-0634,Descriptive,causal_conf_var_det,,agreed,
STUDY-0634,Descriptive,causal_dep_or_indep_misc,,agreed,
STUDY-0634,Descriptive,causal_design,,agreed,
STUDY-0634,Descriptive,causal_diff_or_nondiff_exp,,agreed,
STUDY-0634,Descriptive,causal_diff_or_nondiff_out,,agreed,
STUDY-0634,Descriptive,causal_err_disc,,agreed,
STUDY-0634,Descriptive,causal_exp_bias_acc,,agreed,
STUDY-0634,Descriptive,causal_exposure_type,,agreed,
STUDY-0634,Descriptive,causal_follow,,agreed,
STUDY-0634,Descriptive,causal_hand_miss_exposure,,agreed,
STUDY-0634,Descriptive,causal_hand_miss_outcom,,agreed,
STUDY-0634,Descriptive,causal_ltfu_acc,,agreed,
STUDY-0634,Descriptive,causal_ltfu_bias,,agreed,
STUDY-0634,Descriptive,causal_miss_exposure,,agreed,
STUDY-0634,Descriptive,causal_miss_outcome,,agreed,
STUDY-0634,Descriptive,causal_out_bias_acc,,agreed,
STUDY-0634,Descriptive,causal_outcome_type,,agreed,
STUDY-0634,Descriptive,causal_pop,,agreed,
STUDY-0634,Descriptive,causal_sample_ach,,agreed,
STUDY-0634,Descriptive,causal_sample_size,,agreed,
STUDY-0634,Descriptive,causal_sampling,,agreed,
STUDY-0634,Descriptive,causal_time_verying,,agreed,
STUDY-0634,Descriptive,causal_tv_conf_meth,,agreed,
STUDY-0634,Descriptive,causal_val_exposure,,agreed,
STUDY-0634,Descriptive,causal_val_outcome,,agreed,
STUDY-0634,Descriptive,descriptive_acc_sampl,,agreed,
STUDY-0634,Descriptive,descriptive_base_sel,No,agreed,
STUDY-0634,Descriptive,descriptive_confl_task,Yes,TA=YA,
STUDY-0634,Descriptive,descriptive_design,Cross-sectional,agreed,
STUDY-0634,Descriptive,descriptive_err_disc,Random error,phaseII,
STUDY-0634,Descriptive,descriptive_hand_miss_outcom,,agreed,
STUDY-0634,Descriptive,descriptive_miss_outcome,Not reported or unknown,agreed,
STUDY-0634,Descriptive,descriptive_out_bias_acc,No,agreed,
STUDY-0634,Descriptive,descriptive_outcome_type,Subjective,agreed,
STUDY-0634,Descriptive,descriptive_pop,Yes,agreed,
STUDY-0634,Descriptive,descriptive_sample_ach,,agreed,
STUDY-0634,Descriptive,descriptive_sample_size,No,TA=YA,
STUDY-0634,Descriptive,descriptive_sampling,Non-random,TA=YA,
STUDY-0634,Descriptive,descriptive_val_outcome,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,
STUDY-0634,Descriptive,predictive_design,,agreed,
STUDY-0634,Descriptive,predictive_pop,,agreed,
STUDY-0634,Descriptive,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0634,Descriptive,task,Descriptive,agreed,
STUDY-0037,Causal,causal_acc_sampl,No,agreed,
STUDY-0037,Causal,causal_base_conf_meth,Regression,agreed,
STUDY-0037,Causal,causal_base_sel,No,agreed,
STUDY-0037,Causal,causal_comp_dis,No,agreed,
STUDY-0037,Causal,causal_conf_var_det,Based on statistical criteria,TA=YA,
STUDY-0037,Causal,causal_dep_or_indep_misc,Dependent,agreed,
STUDY-0037,Causal,causal_design,Cross-sectional,agreed,
STUDY-0037,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,agreed,
STUDY-0037,Causal,causal_diff_or_nondiff_out,Differential with respect to the exposure,agreed,
STUDY-0037,Causal,causal_err_disc,Selection bias;Measurement bias,agreed,
STUDY-0037,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0037,Causal,causal_exposure_type,Objective,agreed,
STUDY-0037,Causal,causal_follow,No,agreed,
STUDY-0037,Causal,causal_hand_miss_exposure,,agreed,
STUDY-0037,Causal,causal_hand_miss_outcom,,agreed,
STUDY-0037,Causal,causal_ltfu_acc,,agreed,
STUDY-0037,Causal,causal_ltfu_bias,,agreed,
STUDY-0037,Causal,causal_miss_exposure,No,agreed,
STUDY-0037,Causal,causal_miss_outcome,No,agreed,
STUDY-0037,Causal,causal_out_bias_acc,No,agreed,
STUDY-0037,Causal,causal_outcome_type,Objective,TA=YA,
STUDY-0037,Causal,causal_pop,No,agreed,
STUDY-0037,Causal,causal_sample_ach,Yes,agreed,
STUDY-0037,Causal,causal_sample_size,Yes,agreed,
STUDY-0037,Causal,causal_sampling,Non-random,agreed,
STUDY-0037,Causal,causal_time_verying,No,agreed,
STUDY-0037,Causal,causal_tv_conf_meth,,agreed,
STUDY-0037,Causal,causal_val_exposure,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",agreed,
STUDY-0037,Causal,causal_val_outcome,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,
STUDY-0037,Causal,descriptive_acc_sampl,,agreed,
STUDY-0037,Causal,descriptive_base_sel,,agreed,
STUDY-0037,Causal,descriptive_confl_task,,agreed,
STUDY-0037,Causal,descriptive_design,,agreed,
STUDY-0037,Causal,descriptive_err_disc,,agreed,
STUDY-0037,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0037,Causal,descriptive_miss_outcome,,agreed,
STUDY-0037,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0037,Causal,descriptive_outcome_type,,agreed,
STUDY-0037,Causal,descriptive_pop,,agreed,
STUDY-0037,Causal,descriptive_sample_ach,,agreed,
STUDY-0037,Causal,descriptive_sample_size,,agreed,
STUDY-0037,Causal,descriptive_sampling,,agreed,
STUDY-0037,Causal,descriptive_val_outcome,,agreed,
STUDY-0037,Causal,predictive_design,,agreed,
STUDY-0037,Causal,predictive_pop,,agreed,
STUDY-0037,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0037,Causal,task,Causal,agreed,
STUDY-1021,Descriptive,causal_acc_sampl,,agreed,
STUDY-1021,Descriptive,causal_base_conf_meth,,agreed,
STUDY-1021,Descriptive,causal_base_sel,,agreed,
STUDY-1021,Descriptive,causal_comp_dis,,agreed,
STUDY-1021,Descriptive,causal_conf_var_det,,agreed,
STUDY-1021,Descriptive,causal_dep_or_indep_misc,,agreed,
STUDY-1021,Descriptive,causal_design,,agreed,
STUDY-1021,Descriptive,causal_diff_or_nondiff_exp,,agreed,
STUDY-1021,Descriptive,causal_diff_or_nondiff_out,,agreed,
STUDY-1021,Descriptive,causal_err_disc,,agreed,
STUDY-1021,Descriptive,causal_exp_bias_acc,,agreed,
STUDY-1021,Descriptive,causal_exposure_type,,agreed,
STUDY-1021,Descriptive,causal_follow,,agreed,
STUDY-1021,Descriptive,causal_hand_miss_exposure,,agreed,
STUDY-1021,Descriptive,causal_hand_miss_outcom,,agreed,
STUDY-1021,Descriptive,causal_ltfu_acc,,agreed,
STUDY-1021,Descriptive,causal_ltfu_bias,,agreed,
STUDY-1021,Descriptive,causal_miss_exposure,,agreed,
STUDY-1021,Descriptive,causal_miss_outcome,,agreed,
STUDY-1021,Descriptive,causal_out_bias_acc,,agreed,
STUDY-1021,Descriptive,causal_outcome_type,,agreed,
STUDY-1021,Descriptive,causal_pop,,agreed,
STUDY-1021,Descriptive,causal_sample_ach,,agreed,
STUDY-1021,Descriptive,causal_sample_size,,agreed,
STUDY-1021,Descriptive,causal_sampling,,agreed,
STUDY-1021,Descriptive,causal_time_verying,,agreed,
STUDY-1021,Descriptive,causal_tv_conf_meth,,agreed,
STUDY-1021,Descriptive,causal_val_exposure,,agreed,
STUDY-1021,Descriptive,causal_val_outcome,,agreed,
STUDY-1021,Descriptive,descriptive_acc_sampl,No,agreed,
STUDY-1021,Descriptive,descriptive_base_sel,No,agreed,
STUDY-1021,Descriptive,descriptive_confl_task,Yes,phaseII,
STUDY-1021,Descriptive,descriptive_design,Cross-sectional,agreed,
STUDY-1021,Descriptive,descriptive_err_disc,Random error,phaseII,
STUDY-1021,Descriptive,descriptive_hand_miss_outcom,,agreed,
STUDY-1021,Descriptive,descriptive_miss_outcome,No,phaseII,
STUDY-1021,Descriptive,descriptive_out_bias_acc,No,agreed,
STUDY-1021,Descriptive,descriptive_outcome_type,Objective,agreed,
STUDY-1021,Descriptive,descriptive_pop,Yes,agreed,
STUDY-1021,Descriptive,descriptive_sample_ach,Yes,agreed,
STUDY-1021,Descriptive,descriptive_sample_size,Yes,agreed,
STUDY-1021,Descriptive,descriptive_sampling,Non-random,agreed,
STUDY-1021,Descriptive,descriptive_val_outcome,No,phaseII,
STUDY-1021,Descriptive,predictive_design,,agreed,
STUDY-1021,Descriptive,predictive_pop,,agreed,
STUDY-1021,Descriptive,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-1021,Descriptive,task,Descriptive,agreed,
STUDY-0268,Causal,causal_acc_sampl,,agreed,
STUDY-0268,Causal,causal_base_conf_meth,"Regression;Instrumental variable analysis besides randomization (difference-in-difference, regression discontinuity design, and interrupted time series)",phaseII,
STUDY-0268,Causal,causal_base_sel,No baseline selection bias from investigator,agreed,
STUDY-0268,Causal,causal_comp_dis,,agreed,
STUDY-0268,Causal,causal_conf_var_det,Based on previous literature,agreed,
STUDY-0268,Causal,causal_dep_or_indep_misc,Independent,agreed,
STUDY-0268,Causal,causal_design,"Quasi-experimental (including instrumental variables, difference-in-difference, regression discontinuity design, and interrupted time series)",TA=YA,
STUDY-0268,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,agreed,
STUDY-0268,Causal,causal_diff_or_nondiff_out,Non-differential with respect to the exposure,agreed,
STUDY-0268,Causal,causal_err_disc,Measurement bias;Confounding bias,TA=YA,
STUDY-0268,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0268,Causal,causal_exposure_type,Objective,agreed,
STUDY-0268,Causal,causal_follow,Yes,agreed,
STUDY-0268,Causal,causal_hand_miss_exposure,,agreed,
STUDY-0268,Causal,causal_hand_miss_outcom,,agreed,
STUDY-0268,Causal,causal_ltfu_acc,,agreed,
STUDY-0268,Causal,causal_ltfu_bias,Not reported or unknown,TA=YA,
STUDY-0268,Causal,causal_miss_exposure,No,agreed,
STUDY-0268,Causal,causal_miss_outcome,No,agreed,
STUDY-0268,Causal,causal_out_bias_acc,No,agreed,
STUDY-0268,Causal,causal_outcome_type,Subjective,agreed,
STUDY-0268,Causal,causal_pop,No,agreed,
STUDY-0268,Causal,causal_sample_ach,,agreed,
STUDY-0268,Causal,causal_sample_size,,agreed,
STUDY-0268,Causal,causal_sampling,Whole population was invited (no sample was taken),agreed,
STUDY-0268,Causal,causal_time_verying,No,phaseII,
STUDY-0268,Causal,causal_tv_conf_meth,skipped,phaseII,
STUDY-0268,Causal,causal_val_exposure,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,
STUDY-0268,Causal,causal_val_outcome,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",phaseII,
STUDY-0268,Causal,descriptive_acc_sampl,,agreed,
STUDY-0268,Causal,descriptive_base_sel,,agreed,
STUDY-0268,Causal,descriptive_confl_task,,agreed,
STUDY-0268,Causal,descriptive_design,,agreed,
STUDY-0268,Causal,descriptive_err_disc,,agreed,
STUDY-0268,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0268,Causal,descriptive_miss_outcome,,agreed,
STUDY-0268,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0268,Causal,descriptive_outcome_type,,agreed,
STUDY-0268,Causal,descriptive_pop,,agreed,
STUDY-0268,Causal,descriptive_sample_ach,,agreed,
STUDY-0268,Causal,descriptive_sample_size,,agreed,
STUDY-0268,Causal,descriptive_sampling,,agreed,
STUDY-0268,Causal,descriptive_val_outcome,,agreed,
STUDY-0268,Causal,predictive_design,,agreed,
STUDY-0268,Causal,predictive_pop,,agreed,
STUDY-0268,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0268,Causal,task,Causal,agreed,
STUDY-0943,Descriptive,causal_acc_sampl,,agreed,
STUDY-0943,Descriptive,causal_base_conf_meth,,agreed,
STUDY-0943,Descriptive,causal_base_sel,,agreed,
STUDY-0943,Descriptive,causal_comp_dis,,agreed,
STUDY-0943,Descriptive,causal_conf_var_det,,agreed,
STUDY-0943,Descriptive,causal_dep_or_indep_misc,,agreed,
STUDY-0943,Descriptive,causal_design,,agreed,
STUDY-0943,Descriptive,causal_diff_or_nondiff_exp,,agreed,
STUDY-0943,Descriptive,causal_diff_or_nondiff_out,,agreed,
STUDY-0943,Descriptive,causal_err_disc,,agreed,
STUDY-0943,Descriptive,causal_exp_bias_acc,,agreed,
STUDY-0943,Descriptive,causal_exposure_type,,agreed,
STUDY-0943,Descriptive,causal_follow,,agreed,
STUDY-0943,Descriptive,causal_hand_miss_exposure,,agreed,
STUDY-0943,Descriptive,causal_hand_miss_outcom,,agreed,
STUDY-0943,Descriptive,causal_ltfu_acc,,agreed,
STUDY-0943,Descriptive,causal_ltfu_bias,,agreed,
STUDY-0943,Descriptive,causal_miss_exposure,,agreed,
STUDY-0943,Descriptive,causal_miss_outcome,,agreed,
STUDY-0943,Descriptive,causal_out_bias_acc,,agreed,
STUDY-0943,Descriptive,causal_outcome_type,,agreed,
STUDY-0943,Descriptive,causal_pop,,agreed,
STUDY-0943,Descriptive,causal_sample_ach,,agreed,
STUDY-0943,Descriptive,causal_sample_size,,agreed,
STUDY-0943,Descriptive,causal_sampling,,agreed,
STUDY-0943,Descriptive,causal_time_verying,,agreed,
STUDY-0943,Descriptive,causal_tv_conf_meth,,agreed,
STUDY-0943,Descriptive,causal_val_exposure,,agreed,
STUDY-0943,Descriptive,causal_val_outcome,,agreed,
STUDY-0943,Descriptive,descriptive_acc_sampl,,agreed,
STUDY-0943,Descriptive,descriptive_base_sel,No,agreed,
STUDY-0943,Descriptive,descriptive_confl_task,No,phaseII,
STUDY-0943,Descriptive,descriptive_design,Cross-sectional,agreed,
STUDY-0943,Descriptive,descriptive_err_disc,Selection bias;Measurement bias,TA=YA,
STUDY-0943,Descriptive,descriptive_hand_miss_outcom,,agreed,
STUDY-0943,Descriptive,descriptive_miss_outcome,Not reported or unknown,agreed,
STUDY-0943,Descriptive,descriptive_out_bias_acc,No,agreed,
STUDY-0943,Descriptive,descriptive_outcome_type,Subjective,agreed,
STUDY-0943,Descriptive,descriptive_pop,No,agreed,
STUDY-0943,Descriptive,descriptive_sample_ach,,agreed,
STUDY-0943,Descriptive,descriptive_sample_size,No,agreed,
STUDY-0943,Descriptive,descriptive_sampling,Random,agreed,
STUDY-0943,Descriptive,descriptive_val_outcome,No,phaseII,
STUDY-0943,Descriptive,predictive_design,,agreed,
STUDY-0943,Descriptive,predictive_pop,,agreed,
STUDY-0943,Descriptive,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0943,Descriptive,task,Descriptive,agreed,
STUDY-0760,Descriptive,causal_acc_sampl,,agreed,
STUDY-0760,Descriptive,causal_base_conf_meth,,agreed,
STUDY-0760,Descriptive,causal_base_sel,,agreed,
STUDY-0760,Descriptive,causal_comp_dis,,agreed,
STUDY-0760,Descriptive,causal_conf_var_det,,agreed,
STUDY-0760,Descriptive,causal_dep_or_indep_misc,,agreed,
STUDY-0760,Descriptive,causal_design,,agreed,
STUDY-0760,Descriptive,causal_diff_or_nondiff_exp,,agreed,
STUDY-0760,Descriptive,causal_diff_or_nondiff_out,,agreed,
STUDY-0760,Descriptive,causal_err_disc,,agreed,
STUDY-0760,Descriptive,causal_exp_bias_acc,,agreed,
STUDY-0760,Descriptive,causal_exposure_type,,agreed,
STUDY-0760,Descriptive,causal_follow,,agreed,
STUDY-0760,Descriptive,causal_hand_miss_exposure,,agreed,
STUDY-0760,Descriptive,causal_hand_miss_outcom,,agreed,
STUDY-0760,Descriptive,causal_ltfu_acc,,agreed,
STUDY-0760,Descriptive,causal_ltfu_bias,,agreed,
STUDY-0760,Descriptive,causal_miss_exposure,,agreed,
STUDY-0760,Descriptive,causal_miss_outcome,,agreed,
STUDY-0760,Descriptive,causal_out_bias_acc,,agreed,
STUDY-0760,Descriptive,causal_outcome_type,,agreed,
STUDY-0760,Descriptive,causal_pop,,agreed,
STUDY-0760,Descriptive,causal_sample_ach,,agreed,
STUDY-0760,Descriptive,causal_sample_size,,agreed,
STUDY-0760,Descriptive,causal_sampling,,agreed,
STUDY-0760,Descriptive,causal_time_verying,,agreed,
STUDY-0760,Descriptive,causal_tv_conf_meth,,agreed,
STUDY-0760,Descriptive,causal_val_exposure,,agreed,
STUDY-0760,Descriptive,causal_val_outcome,,agreed,
STUDY-0760,Descriptive,descriptive_acc_sampl,,agreed,
STUDY-0760,Descriptive,descriptive_base_sel,No,agreed,
STUDY-0760,Descriptive,descriptive_confl_task,Yes,TA=YA,
STUDY-0760,Descriptive,descriptive_design,Cross-sectional,agreed,
STUDY-0760,Descriptive,descriptive_err_disc,Selection bias,agreed,
STUDY-0760,Descriptive,descriptive_hand_miss_outcom,No,TA=YA,
STUDY-0760,Descriptive,descriptive_miss_outcome,Yes,TA=YA,
STUDY-0760,Descriptive,descriptive_out_bias_acc,No,agreed,
STUDY-0760,Descriptive,descriptive_outcome_type,Subjective,agreed,
STUDY-0760,Descriptive,descriptive_pop,Yes,agreed,
STUDY-0760,Descriptive,descriptive_sample_ach,,agreed,
STUDY-0760,Descriptive,descriptive_sample_size,No,agreed,
STUDY-0760,Descriptive,descriptive_sampling,Non-random,TA=YA,
STUDY-0760,Descriptive,descriptive_val_outcome,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,
STUDY-0760,Descriptive,predictive_design,,agreed,
STUDY-0760,Descriptive,predictive_pop,,agreed,
STUDY-0760,Descriptive,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0760,Descriptive,task,Descriptive,agreed,
STUDY-0549,Causal,causal_acc_sampl,No,TA=YA,
STUDY-0549,Causal,causal_base_conf_meth,Regression,phaseII,
STUDY-0549,Causal,causal_base_sel,No,agreed,
STUDY-0549,Causal,causal_comp_dis,No,agreed,
STUDY-0549,Causal,causal_conf_var_det,Based on none of the above,phaseII,
STUDY-0549,Causal,causal_dep_or_indep_misc,Independent,TA=YA,
STUDY-0549,Causal,causal_design,Cross-sectional,phaseII,
STUDY-0549,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,TA=YA,
STUDY-0549,Causal,causal_diff_or_nondiff_out,Non-differential with respect to the exposure,TA=YA,
STUDY-0549,Causal,causal_err_disc,Measurement bias;Confounding bias,phaseII,
STUDY-0549,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0549,Causal,causal_exposure_type,Objective,TA=YA,
STUDY-0549,Causal,causal_follow,No,agreed,
STUDY-0549,Causal,causal_hand_miss_exposure,,agreed,
STUDY-0549,Causal,causal_hand_miss_outcom,No,worklist-2026-08-12,worklist GAP fill
STUDY-0549,Causal,causal_ltfu_acc,,agreed,
STUDY-0549,Causal,causal_ltfu_bias,,agreed,
STUDY-0549,Causal,causal_miss_exposure,Not reported or unknown,TA=YA,
STUDY-0549,Causal,causal_miss_outcome,Yes,phaseII,
STUDY-0549,Causal,causal_out_bias_acc,No,agreed,
STUDY-0549,Causal,causal_outcome_type,Objective,agreed,
STUDY-0549,Causal,causal_pop,No,agreed,
STUDY-0549,Causal,causal_sample_ach,Yes,TA=YA,
STUDY-0549,Causal,causal_sample_size,Yes,TA=YA,
STUDY-0549,Causal,causal_sampling,Non-random,TA=YA,
STUDY-0549,Causal,causal_time_verying,No,agreed,
STUDY-0549,Causal,causal_tv_conf_meth,,agreed,
STUDY-0549,Causal,causal_val_exposure,"Yes, the authors conducted criterion validity or cited the criterion validity from other studies",TA=YA,
STUDY-0549,Causal,causal_val_outcome,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",TA=YA,
STUDY-0549,Causal,descriptive_acc_sampl,,agreed,
STUDY-0549,Causal,descriptive_base_sel,,agreed,
STUDY-0549,Causal,descriptive_confl_task,,agreed,
STUDY-0549,Causal,descriptive_design,,agreed,
STUDY-0549,Causal,descriptive_err_disc,,agreed,
STUDY-0549,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0549,Causal,descriptive_miss_outcome,,agreed,
STUDY-0549,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0549,Causal,descriptive_outcome_type,,agreed,
STUDY-0549,Causal,descriptive_pop,,agreed,
STUDY-0549,Causal,descriptive_sample_ach,,agreed,
STUDY-0549,Causal,descriptive_sample_size,,agreed,
STUDY-0549,Causal,descriptive_sampling,,agreed,
STUDY-0549,Causal,descriptive_val_outcome,,agreed,
STUDY-0549,Causal,predictive_design,,agreed,
STUDY-0549,Causal,predictive_pop,,agreed,
STUDY-0549,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0549,Causal,task,Causal,agreed,
STUDY-0064,Causal,causal_acc_sampl,,agreed,
STUDY-0064,Causal,causal_base_conf_meth,No adjustment for baseline confounding was done,agreed,
STUDY-0064,Causal,causal_base_sel,No,TA=YA,
STUDY-0064,Causal,causal_comp_dis,No,TA=YA,
STUDY-0064,Causal,causal_conf_var_det,No adjustment for baseline and time-varying confounding was done,agreed,
STUDY-0064,Causal,causal_dep_or_indep_misc,Independent,TA=YA,
STUDY-0064,Causal,causal_design,Cohort (including clinical trials without randomization),agreed,
STUDY-0064,Causal,causal_diff_or_nondiff_exp,Non-differential with respect to the outcome,agreed,
STUDY-0064,Causal,causal_diff_or_nondiff_out,Differential with respect to the exposure,agreed,
STUDY-0064,Causal,causal_err_disc,Random error,phaseII,
STUDY-0064,Causal,causal_exp_bias_acc,No,agreed,
STUDY-0064,Causal,causal_exposure_type,Objective,agreed,
STUDY-0064,Causal,causal_follow,Yes,agreed,
STUDY-0064,Causal,causal_hand_miss_exposure,,agreed,
STUDY-0064,Causal,causal_hand_miss_outcom,,agreed,
STUDY-0064,Causal,causal_ltfu_acc,,agreed,
STUDY-0064,Causal,causal_ltfu_bias,No,agreed,
STUDY-0064,Causal,causal_miss_exposure,No,agreed,
STUDY-0064,Causal,causal_miss_outcome,No,agreed,
STUDY-0064,Causal,causal_out_bias_acc,No,agreed,
STUDY-0064,Causal,causal_outcome_type,Objective,agreed,
STUDY-0064,Causal,causal_pop,Yes,agreed,
STUDY-0064,Causal,causal_sample_ach,,agreed,
STUDY-0064,Causal,causal_sample_size,No,TA=YA,
STUDY-0064,Causal,causal_sampling,Non-random,TA=YA,
STUDY-0064,Causal,causal_time_verying,No,agreed,
STUDY-0064,Causal,causal_tv_conf_meth,,agreed,
STUDY-0064,Causal,causal_val_exposure,"This type of objective measurement does not usually require validation (e.g., surgical intervention)",agreed,
STUDY-0064,Causal,causal_val_outcome,No,TA=YA,
STUDY-0064,Causal,descriptive_acc_sampl,,agreed,
STUDY-0064,Causal,descriptive_base_sel,,agreed,
STUDY-0064,Causal,descriptive_confl_task,,agreed,
STUDY-0064,Causal,descriptive_design,,agreed,
STUDY-0064,Causal,descriptive_err_disc,,agreed,
STUDY-0064,Causal,descriptive_hand_miss_outcom,,agreed,
STUDY-0064,Causal,descriptive_miss_outcome,,agreed,
STUDY-0064,Causal,descriptive_out_bias_acc,,agreed,
STUDY-0064,Causal,descriptive_outcome_type,,agreed,
STUDY-0064,Causal,descriptive_pop,,agreed,
STUDY-0064,Causal,descriptive_sample_ach,,agreed,
STUDY-0064,Causal,descriptive_sample_size,,agreed,
STUDY-0064,Causal,descriptive_sampling,,agreed,
STUDY-0064,Causal,descriptive_val_outcome,,agreed,
STUDY-0064,Causal,predictive_design,,agreed,
STUDY-0064,Causal,predictive_pop,,agreed,
STUDY-0064,Causal,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0064,Causal,task,Causal,agreed,
STUDY-0952,Descriptive,causal_acc_sampl,,agreed,
STUDY-0952,Descriptive,causal_base_conf_meth,,agreed,
STUDY-0952,Descriptive,causal_base_sel,,agreed,
STUDY-0952,Descriptive,causal_comp_dis,,agreed,
STUDY-0952,Descriptive,causal_conf_var_det,,agreed,
STUDY-0952,Descriptive,causal_dep_or_indep_misc,,agreed,
STUDY-0952,Descriptive,causal_design,,agreed,
STUDY-0952,Descriptive,causal_diff_or_nondiff_exp,,agreed,
STUDY-0952,Descriptive,causal_diff_or_nondiff_out,,agreed,
STUDY-0952,Descriptive,causal_err_disc,,agreed,
STUDY-0952,Descriptive,causal_exp_bias_acc,,agreed,
STUDY-0952,Descriptive,causal_exposure_type,,agreed,
STUDY-0952,Descriptive,causal_follow,,agreed,
STUDY-0952,Descriptive,causal_hand_miss_exposure,,agreed,
STUDY-0952,Descriptive,causal_hand_miss_outcom,,agreed,
STUDY-0952,Descriptive,causal_ltfu_acc,,agreed,
STUDY-0952,Descriptive,causal_ltfu_bias,,agreed,
STUDY-0952,Descriptive,causal_miss_exposure,,agreed,
STUDY-0952,Descriptive,causal_miss_outcome,,agreed,
STUDY-0952,Descriptive,causal_out_bias_acc,,agreed,
STUDY-0952,Descriptive,causal_outcome_type,,agreed,
STUDY-0952,Descriptive,causal_pop,,agreed,
STUDY-0952,Descriptive,causal_sample_ach,,agreed,
STUDY-0952,Descriptive,causal_sample_size,,agreed,
STUDY-0952,Descriptive,causal_sampling,,agreed,
STUDY-0952,Descriptive,causal_time_verying,,agreed,
STUDY-0952,Descriptive,causal_tv_conf_meth,,agreed,
STUDY-0952,Descriptive,causal_val_exposure,,agreed,
STUDY-0952,Descriptive,causal_val_outcome,,agreed,
STUDY-0952,Descriptive,descriptive_acc_sampl,Yes,TA=YA,
STUDY-0952,Descriptive,descriptive_base_sel,No,agreed,
STUDY-0952,Descriptive,descriptive_confl_task,Yes,TA=YA,
STUDY-0952,Descriptive,descriptive_design,Cross-sectional,agreed,
STUDY-0952,Descriptive,descriptive_err_disc,Measurement bias,TA=YA,
STUDY-0952,Descriptive,descriptive_hand_miss_outcom,,agreed,
STUDY-0952,Descriptive,descriptive_miss_outcome,Not reported or unknown,agreed,
STUDY-0952,Descriptive,descriptive_out_bias_acc,No,agreed,
STUDY-0952,Descriptive,descriptive_outcome_type,Objective,TA=YA,
STUDY-0952,Descriptive,descriptive_pop,Yes,agreed,
STUDY-0952,Descriptive,descriptive_sample_ach,Yes,TA=YA,
STUDY-0952,Descriptive,descriptive_sample_size,Yes,TA=YA,
STUDY-0952,Descriptive,descriptive_sampling,Non-random,agreed,
STUDY-0952,Descriptive,descriptive_val_outcome,"Yes, the authors conducted content/face validity or cited the content/face validity from other studies",phaseII,
STUDY-0952,Descriptive,predictive_design,,agreed,
STUDY-0952,Descriptive,predictive_pop,,agreed,
STUDY-0952,Descriptive,recusal,"No, I do not wish to recuse myself.",agreed,
STUDY-0952,Descriptive,task,Descriptive,agreed,
STUDY-0471,Causal,causal_acc_sampl,,agreed,
